Datetime,Global_active_power
2010-01-01 00:00:00,1.79
2010-01-01 00:01:00,1.78
2010-01-01 00:02:00,1.78
2010-01-01 00:03:00,1.746
2010-01-01 00:04:00,1.686
2010-01-01 00:05:00,1.686
2010-01-01 00:06:00,1.68
2010-01-01 00:07:00,1.6880000000000002
2010-01-01 00:08:00,1.676
2010-01-01 00:09:00,1.624
2010-01-01 00:10:00,1.6219999999999999
2010-01-01 00:11:00,1.618
2010-01-01 00:12:00,1.6119999999999999
2010-01-01 00:13:00,1.618
2010-01-01 00:14:00,1.6219999999999999
2010-01-01 00:15:00,1.6219999999999999
2010-01-01 00:16:00,1.62
2010-01-01 00:17:00,1.62
2010-01-01 00:18:00,1.6219999999999999
2010-01-01 00:19:00,1.618
2010-01-01 00:20:00,1.618
2010-01-01 00:21:00,1.626
2010-01-01 00:22:00,1.6340000000000001
2010-01-01 00:23:00,1.6280000000000001
2010-01-01 00:24:00,1.6159999999999999
2010-01-01 00:25:00,1.6059999999999999
2010-01-01 00:26:00,1.218
2010-01-01 00:27:00,0.5539999999999999
2010-01-01 00:28:00,0.5539999999999999
2010-01-01 00:29:00,0.5579999999999999
2010-01-01 00:30:00,0.664
2010-01-01 00:31:00,0.6659999999999999
2010-01-01 00:32:00,0.66
2010-01-01 00:33:00,0.662
2010-01-01 00:34:00,0.662
2010-01-01 00:35:00,0.66
2010-01-01 00:36:00,0.6579999999999999
2010-01-01 00:37:00,0.6579999999999999
2010-01-01 00:38:00,0.66
2010-01-01 00:39:00,0.66
2010-01-01 00:40:00,0.6559999999999999
2010-01-01 00:41:00,0.6559999999999999
2010-01-01 00:42:00,0.654
2010-01-01 00:43:00,0.652
2010-01-01 00:44:00,0.6559999999999999
2010-01-01 00:45:00,0.654
2010-01-01 00:46:00,0.654
2010-01-01 00:47:00,0.602
2010-01-01 00:48:00,0.56
2010-01-01 00:49:00,0.56
2010-01-01 00:50:00,0.588
2010-01-01 00:51:00,0.636
2010-01-01 00:52:00,0.638
2010-01-01 00:53:00,0.638
2010-01-01 00:54:00,0.638
2010-01-01 00:55:00,0.636
2010-01-01 00:56:00,0.634
2010-01-01 00:57:00,0.63
2010-01-01 00:58:00,0.63
2010-01-01 00:59:00,0.628
2010-01-01 01:00:00,0.628
2010-01-01 01:01:00,0.63
2010-01-01 01:02:00,0.626
2010-01-01 01:03:00,0.562
2010-01-01 01:04:00,0.562
2010-01-01 01:05:00,0.56
2010-01-01 01:06:00,0.564
2010-01-01 01:07:00,0.564
2010-01-01 01:08:00,0.6579999999999999
2010-01-01 01:09:00,0.644
2010-01-01 01:10:00,0.64
2010-01-01 01:11:00,0.642
2010-01-01 01:12:00,0.644
2010-01-01 01:13:00,0.6459999999999999
2010-01-01 01:14:00,0.6459999999999999
2010-01-01 01:15:00,0.76
2010-01-01 01:16:00,0.746
2010-01-01 01:17:00,0.74
2010-01-01 01:18:00,0.738
2010-01-01 01:19:00,0.738
2010-01-01 01:20:00,0.738
2010-01-01 01:21:00,0.7340000000000001
2010-01-01 01:22:00,0.7340000000000001
2010-01-01 01:23:00,0.73
2010-01-01 01:24:00,0.726
2010-01-01 01:25:00,0.72
2010-01-01 01:26:00,0.72
2010-01-01 01:27:00,0.72
2010-01-01 01:28:00,0.722
2010-01-01 01:29:00,0.722
2010-01-01 01:30:00,0.7240000000000001
2010-01-01 01:31:00,0.706
2010-01-01 01:32:00,0.632
2010-01-01 01:33:00,0.63
2010-01-01 01:34:00,0.628
2010-01-01 01:35:00,0.626
2010-01-01 01:36:00,0.628
2010-01-01 01:37:00,0.628
2010-01-01 01:38:00,0.632
2010-01-01 01:39:00,0.63
2010-01-01 01:40:00,0.63
2010-01-01 01:41:00,0.628
2010-01-01 01:42:00,0.628
2010-01-01 01:43:00,0.626
2010-01-01 01:44:00,0.628
2010-01-01 01:45:00,0.634
2010-01-01 01:46:00,0.64
2010-01-01 01:47:00,0.64
2010-01-01 01:48:00,0.634
2010-01-01 01:49:00,0.63
2010-01-01 01:50:00,0.628
2010-01-01 01:51:00,0.624
2010-01-01 01:52:00,0.624
2010-01-01 01:53:00,0.63
2010-01-01 01:54:00,0.634
2010-01-01 01:55:00,0.632
2010-01-01 01:56:00,0.63
2010-01-01 01:57:00,0.568
2010-01-01 01:58:00,0.56
2010-01-01 01:59:00,0.5579999999999999
2010-01-01 02:00:00,0.68
2010-01-01 02:01:00,0.672
2010-01-01 02:02:00,0.6679999999999999
2010-01-01 02:03:00,0.6659999999999999
2010-01-01 02:04:00,0.662
2010-01-01 02:05:00,0.66
2010-01-01 02:06:00,0.662
2010-01-01 02:07:00,0.66
2010-01-01 02:08:00,0.66
2010-01-01 02:09:00,0.662
2010-01-01 02:10:00,0.664
2010-01-01 02:11:00,0.662
2010-01-01 02:12:00,0.664
2010-01-01 02:13:00,0.664
2010-01-01 02:14:00,0.664
2010-01-01 02:15:00,0.664
2010-01-01 02:16:00,0.602
2010-01-01 02:17:00,0.578
2010-01-01 02:18:00,0.578
2010-01-01 02:19:00,0.574
2010-01-01 02:20:00,0.574
2010-01-01 02:21:00,0.5720000000000001
2010-01-01 02:22:00,0.5720000000000001
2010-01-01 02:23:00,0.5720000000000001
2010-01-01 02:24:00,0.5720000000000001
2010-01-01 02:25:00,0.574
2010-01-01 02:26:00,0.574
2010-01-01 02:27:00,0.5720000000000001
2010-01-01 02:28:00,0.5720000000000001
2010-01-01 02:29:00,0.5720000000000001
2010-01-01 02:30:00,0.5720000000000001
2010-01-01 02:31:00,0.574
2010-01-01 02:32:00,0.57
2010-01-01 02:33:00,0.57
2010-01-01 02:34:00,0.568
2010-01-01 02:35:00,0.5660000000000001
2010-01-01 02:36:00,0.568
2010-01-01 02:37:00,0.568
2010-01-01 02:38:00,0.568
2010-01-01 02:39:00,0.602
2010-01-01 02:40:00,0.64
2010-01-01 02:41:00,0.64
2010-01-01 02:42:00,0.64
2010-01-01 02:43:00,0.638
2010-01-01 02:44:00,0.708
2010-01-01 02:45:00,0.748
2010-01-01 02:46:00,0.748
2010-01-01 02:47:00,0.748
2010-01-01 02:48:00,0.7440000000000001
2010-01-01 02:49:00,0.738
2010-01-01 02:50:00,0.71
2010-01-01 02:51:00,0.664
2010-01-01 02:52:00,0.664
2010-01-01 02:53:00,0.662
2010-01-01 02:54:00,0.664
2010-01-01 02:55:00,0.664
2010-01-01 02:56:00,0.662
2010-01-01 02:57:00,0.6579999999999999
2010-01-01 02:58:00,0.66
2010-01-01 02:59:00,0.6579999999999999
2010-01-01 03:00:00,0.63
2010-01-01 03:01:00,0.568
2010-01-01 03:02:00,0.57
2010-01-01 03:03:00,0.5720000000000001
2010-01-01 03:04:00,0.568
2010-01-01 03:05:00,0.564
2010-01-01 03:06:00,0.564
2010-01-01 03:07:00,0.564
2010-01-01 03:08:00,0.564
2010-01-01 03:09:00,0.5660000000000001
2010-01-01 03:10:00,0.568
2010-01-01 03:11:00,0.568
2010-01-01 03:12:00,0.5660000000000001
2010-01-01 03:13:00,0.5660000000000001
2010-01-01 03:14:00,0.568
2010-01-01 03:15:00,0.568
2010-01-01 03:16:00,0.57
2010-01-01 03:17:00,0.57
2010-01-01 03:18:00,0.568
2010-01-01 03:19:00,0.568
2010-01-01 03:20:00,0.568
2010-01-01 03:21:00,0.5660000000000001
2010-01-01 03:22:00,0.568
2010-01-01 03:23:00,0.5660000000000001
2010-01-01 03:24:00,0.57
2010-01-01 03:25:00,0.57
2010-01-01 03:26:00,0.5720000000000001
2010-01-01 03:27:00,0.5720000000000001
2010-01-01 03:28:00,0.57
2010-01-01 03:29:00,1.09
2010-01-01 03:30:00,1.244
2010-01-01 03:31:00,1.266
2010-01-01 03:32:00,1.2819999999999998
2010-01-01 03:33:00,1.028
2010-01-01 03:34:00,0.762
2010-01-01 03:35:00,0.742
2010-01-01 03:36:00,0.74
2010-01-01 03:37:00,0.738
2010-01-01 03:38:00,0.738
2010-01-01 03:39:00,0.738
2010-01-01 03:40:00,0.742
2010-01-01 03:41:00,0.738
2010-01-01 03:42:00,0.742
